62,7 168
91,4 197
77,3 174
70,5 169
78,7 190
71,6 165
67,4 162
76,8 177
96,5 194
91,4 197
86,5 179
81,7 185
62,7 168
82,6 193
76,6 178
72,7 174
75,6 168
75,9 169
75,3 177
70,1 183
85,6 188
77,0 181
87,9 185
87,4 184
73,3 160
87,4 184
76,5 177
76,7 179
77,0 181
73,2 178
75,6 168
63,6 164
80,5 175
68,2 167
74,4 166
79,4 176
85,7 185
81,9 190
75,5 177
76,6 178
84,5 188
79,9 183
86,5 191
72,7 174
78,1 172
71,6 165
74,7 170
71,6 174
75,9 182
88,7 190
